filepath,label,class_idx,split
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (50).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (197).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (307).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (275).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (45).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (316).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (61).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (140).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (6).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0316.jpg,INVALID_INPUT,0,train
datasets/generic_negatives/generic_0395.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (108).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (86).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (93).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0018.jpg,INVALID_INPUT,0,train
datasets/generic_negatives/generic_0276.jpg,INVALID_INPUT,0,train
datasets/generic_negatives/generic_0353.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (237).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (16).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (96).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0012.jpg,INVALID_INPUT,0,train
datasets/generic_negatives/generic_0003.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (22).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0094.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (192).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0088.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (146).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0206.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (206).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (127).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (20).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (165).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (71).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (14).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0387.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (348).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (88).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0239.jpg,INVALID_INPUT,0,train
datasets/generic_negatives/generic_0343.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (158).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (54).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (87).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (209).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (160).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (44).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (7).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (150).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (224).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0249.jpg,INVALID_INPUT,0,train
datasets/generic_negatives/generic_0014.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (101).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (39).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (192).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (48).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (243).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (281).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (129).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (16).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (30).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0116.jpg,INVALID_INPUT,0,train
datasets/generic_negatives/generic_0256.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (115).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (388).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (298).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (260).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0216.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (36).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (231).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (184).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (113).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0040.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (116).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0379.jpg,INVALID_INPUT,0,train
datasets/generic_negatives/generic_0075.jpg,INVALID_INPUT,0,train
datasets/generic_negatives/generic_0035.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (351).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (16).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0360.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (150).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (171).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (136).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0050.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (159).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0031.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (144).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (126).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (61).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (100).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (89).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (302).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (104).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0021.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (84).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (202).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (291).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0138.jpg,INVALID_INPUT,0,train
datasets/generic_negatives/generic_0081.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (106).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (239).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (168).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (90).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (104).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (132).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0043.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (284).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (129).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0224.jpg,INVALID_INPUT,0,train
datasets/generic_negatives/generic_0204.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (215).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (122).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (164).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (50).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0319.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (32).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (38).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (23).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0291.jpg,INVALID_INPUT,0,train
datasets/generic_negatives/generic_0167.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (114).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (426).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (382).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (233).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (413).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (44).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0288.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (225).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0258.jpg,INVALID_INPUT,0,train
datasets/generic_negatives/generic_0019.jpg,INVALID_INPUT,0,train
datasets/generic_negatives/generic_0227.jpg,INVALID_INPUT,0,train
datasets/generic_negatives/generic_0378.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (181).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (265).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (203).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (70).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0194.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (90).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (229).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (49).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0000.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (370).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (47).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0377.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (55).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (41).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0009.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (346).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (402).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0044.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (188).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (196).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (18).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (214).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0080.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (37).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (308).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (24).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0307.jpg,INVALID_INPUT,0,train
datasets/generic_negatives/generic_0265.jpg,INVALID_INPUT,0,train
datasets/generic_negatives/generic_0274.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (258).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (27).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (45).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0142.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (14).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (367).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (32).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0124.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (162).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (418).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (286).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (200).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0261.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (81).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0036.jpg,INVALID_INPUT,0,train
datasets/generic_negatives/generic_0301.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (325).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/benign/benign (427).png,VALID_MAMMOGRAM,1,train
datasets/generic_negatives/generic_0268.jpg,INVALID_INPUT,0,train
datasets/generic_negatives/generic_0214.jpg,INVALID_INPUT,0,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/malignant/malignant (118).png,VALID_MAMMOGRAM,1,train
C:/Users/Ankit/.cache/kagglehub/datasets/aryashah2k/breast-ultrasound-images-dataset/versions/1/Dataset_BUSI_with_GT/normal/normal (79).png,VALID_MAMMOGRAM,1,train
